Phlebovirus riftense	Complete	Sudan 86-2010	L	JQ820484	6402	43.29897	6402	2010-10	2010	Sudan	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA344/10	L	MG659850	6404	43.89444	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA394/10	L	MG659852	6404	43.92567	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA395/10	L	MG659853	6404	43.89444	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA377/10	L	MG659851	6404	43.941288	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA414/10	L	MG659854	6404	43.92567	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA420/10	L	MG659855	6404	43.89444	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA424/10	L	MG659856	6404	43.941288	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA472/10	L	MG659857	6404	43.89444	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA482/10	L	MG659858	6404	43.878826	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA484/10	L	MG659859	6404	43.89444	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA509/10	L	MG659860	6404	43.878826	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA535/10	L	MG659861	6404	43.89444	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA538/10	L	MG659862	6404	43.941288	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA591/10	L	MG659863	6404	43.941288	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA632/10	L	MG659864	6404	43.89444	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA633/10	L	MG659865	6404	43.89444	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA635/10	L	MG659866	6404	43.910057	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA665/10	L	MG659868	6404	43.910057	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA638/10	L	MG659867	6404	43.92567	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA705/10	L	MG659869	6404	43.89444	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA746/10	L	MG659870	6404	43.89444	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA770/10	L	MG659871	6404	43.92567	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA918/10	L	MG659872	6404	43.910057	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1061/10	L	MG659873	6404	43.9569	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1081/10	L	MG659874	6404	43.910057	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1092/10	L	MG659875	6404	43.878826	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1167/10	L	MG659876	6404	43.89444	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1095/10	L	MG659877	6404	43.92567	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1098/10	L	MG659878	6404	43.910057	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1143/10	L	MG659879	6404	43.92567	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Lunyo	S	KU167025	1692	49.34988	1692	1955	1955	Uganda	Africa	mosquito	Mosquito	Insect
Phlebovirus riftense	Complete	SA1171/10	L	MG659880	6404	43.89444	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1282/10	L	MG659882	6404	43.92567	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1224/10	L	MG659881	6404	43.92567	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1329/10	L	MG659883	6404	43.92567	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1372/10	L	MG659884	6404	43.910057	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1405/10	L	MG659885	6404	43.92567	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1457/10	L	MG659886	6404	43.92567	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1518/10	L	MG659887	6404	43.92567	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1601/10	L	MG659888	6404	43.910057	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1797/10	L	MG659889	6404	43.878826	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Lunyo	M	KU167026	3885	45.328186	3885	1955	1955	Uganda	Africa	mosquito	Mosquito	Insect
Phlebovirus riftense	Complete	SA67/11	L	MG659890	6404	43.910057	6404	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA295/11	L	MG659891	6404	43.941288	6404	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA320/11	L	MG659892	6404	43.89444	6404	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA327/11	L	MG659893	6404	43.89444	6404	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA342/11	L	MG659894	6404	43.910057	6404	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA359/11	L	MG659895	6404	43.92567	6404	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA389/11	L	MG659896	6404	43.910057	6404	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA579/11	L	MG659897	6404	43.941288	6404	2011	2011	Namibia	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	B314	L	MG659898	6404	43.644596	6404	1962	1962	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	S35	L	MG659899	6404	43.847595	6404	1972	1972	Kenya	Africa	Ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	VRL2051/76	L	MG659900	6404	43.53529	6404	1976	1976	Zimbabwe	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	VRL1217/78	L	MG659901	6404	43.644596	6404	1978	1978	Zimbabwe	Africa	Ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	VRL1290/78	L	MG659902	6404	43.59775	6404	1978	1978	Zimbabwe	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	HD21955	L	MG659904	6404	43.73829	6404	1975	1975	Senegal	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Lunyo	L	MG659903	6404	43.72267	6404	1955	1955	Uganda	Africa	Aedes sp. (mosquito)	Mosquito	Insect
Phlebovirus riftense	Complete	SA62/10	S	MG659907	1691	49.4382	1691	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU68/10	S	MG659908	1690	49.28994	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Ar 118	S	MG659905	1692	49.231678	1692	1955	1955	South Africa	Africa	Aedes circumluteolus (mosquito)		
Phlebovirus riftense	Complete	SPU59/10	S	MG659906	1690	49.171597	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA71/10	S	MG659909	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Lunyo	L	KU167027	6404	43.72267	6404	1955	1955	Uganda	Africa	mosquito	Mosquito	Insect
Phlebovirus riftense	Complete	SA76/10	S	MG659910	1690	49.28994	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA79/10	S	MG659911	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA85/10	S	MG659912	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU86/10	S	MG659913	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA93/10	S	MG659914	1690	49.349113	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU97/10	S	MG659916	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA95/10	S	MG659915	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU100/10	S	MG659917	1690	49.28994	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA103/10	S	MG659918	1690	49.28994	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA106/10	S	MG659919	1690	49.349113	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA110/10	S	MG659920	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA122/10	S	MG659921	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU126/10	S	MG659922	1690	49.28994	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA128/10	S	MG659923	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA135/10	S	MG659924	1690	49.28994	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA165/10	S	MG659925	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA206/10	S	MG659926	1690	49.28994	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA220/10	S	MG659927	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA225/10	S	MG659928	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA226/10	S	MG659929	1690	49.28994	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA250/10	S	MG659930	1691	49.26079	1691	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA257/10	S	MG659931	1691	49.26079	1691	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA287/10	S	MG659932	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA317/10	S	MG659933	1690	49.28994	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA322/10	S	MG659934	1691	49.319927	1691	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA336/10	S	MG659935	1691	49.26079	1691	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA344/10	S	MG659936	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA377/10	S	MG659937	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA394/10	S	MG659938	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA395/10	S	MG659939	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA414/10	S	MG659940	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA420/10	S	MG659941	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA424/10	S	MG659942	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA472/10	S	MG659943	1690	49.28994	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA482/10	S	MG659944	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Sudan 85-2010	L	JQ820485	6404	43.33229	6404	2010-10	2010	Sudan	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA509/10	S	MG659946	1690	49.28994	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA484/10	S	MG659945	1690	49.28994	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SH326064	L	MZ513011	6376	43.791485	6376	2020	2020	Senegal	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA535/10	S	MG659947	1690	49.28994	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA538/10	S	MG659948	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SH327052	L	MZ513012	6400	43.858814	6400	2020	2020	Senegal	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA591/10	S	MG659949	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SH328056	L	MZ513013	6292	44.002575	6292	2020	2020	Senegal	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA632/10	S	MG659950	1690	49.28994	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA633/10	S	MG659951	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA635/10	S	MG659952	1690	49.28994	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA638/10	S	MG659953	1690	49.171597	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA665/10	S	MG659954	1691	49.26079	1691	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA705/10	S	MG659955	1691	49.14252	1691	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA746/10	S	MG659956	1690	49.053253	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA770/10	S	MG659957	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA918/10	S	MG659958	1690	49.171597	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1061/10	S	MG659959	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1081/10	S	MG659960	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1092/10	S	MG659961	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1167/10	S	MG659962	1691	49.319927	1691	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1095/10	S	MG659963	1691	49.379066	1691	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1143/10	S	MG659965	1690	49.171597	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1098/10	S	MG659964	1690	49.171597	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1171/10	S	MG659966	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1224/10	S	MG659967	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1282/10	S	MG659968	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1329/10	S	MG659969	1691	49.26079	1691	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1405/10	S	MG659971	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1372/10	S	MG659970	1692	49.113476	1692	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1457/10	S	MG659972	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1518/10	S	MG659973	1692	49.231678	1692	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1601/10	S	MG659974	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1797/10	S	MG659975	1690	49.23077	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA67/11	S	MG659976	1690	49.28994	1690	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA295/11	S	MG659977	1692	49.29078	1692	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA320/11	S	MG659978	1690	49.28994	1690	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA327/11	S	MG659979	1690	49.28994	1690	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA342/11	S	MG659980	1690	49.28994	1690	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA359/11	S	MG659981	1690	49.23077	1690	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA389/11	S	MG659982	1690	49.28994	1690	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA579/11	S	MG659983	1690	49.28994	1690	2011	2011	Namibia	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	B314	S	MG659984	1691	49.024246	1691	1962	1962	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	VRL2051/76	S	MG659986	1691	49.08338	1691	1976	1976	Zimbabwe	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	S35	S	MG659985	1690	49.171597	1690	1972	1972	Kenya	Africa	Ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	VRL1217/78	S	MG659987	1691	49.14252	1691	1978	1978	Zimbabwe	Africa	Ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	VRL1290/78	S	MG659988	1691	48.96511	1691	1978	1978	Zimbabwe	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	HD21955	S	MG659990	1691	49.201656	1691	1975	1975	Senegal	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Lunyo	S	MG659989	1691	49.319927	1691	1955	1955	Uganda	Africa	Aedes sp. (mosquito)	Mosquito	Insect
Phlebovirus riftense	Complete	SPU105/10	L	KY126665	6404	43.89444	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA129/10	L	KY126666	6404	43.92567	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA184/10	L	KY126668	6404	43.72267	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU162/10	L	KY126667	6404	43.941288	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA275/10	L	KY126669	6404	43.92567	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA573/10	L	KY126671	6404	43.92567	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA276/10	L	KY126670	6404	43.878826	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA982/10	L	KY126672	6404	43.910057	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1094/10	L	KY126673	6404	43.92567	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1222/10	L	KY126674	6404	43.89444	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1796/10	L	KY126675	6404	43.878826	6404	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA494/11	L	KY126677	6404	43.86321	6404	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA354/11	L	KY126676	6404	43.86321	6404	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU77/04	L	KY126678	6404	43.83198	6404	2004	2004	Namibia	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU77/08	L	KY126679	6404	43.472828	6404	2008	2008	South Africa	Africa	African buffalo		
Phlebovirus riftense	Complete	J40/6	L	KY126680	6404	43.457214	6404	2008	2008	South Africa	Africa	African buffalo		
Phlebovirus riftense	Complete	SPU142/08	L	KY126681	6404	43.488445	6404	2008	2008	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	SPU86/09	L	KY126683	6404	43.50406	6404	2009	2009	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	SPU152/08	L	KY126682	6404	43.53529	6404	2008	2008	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU404/09	L	KY126684	6404	43.92567	6404	2009	2009	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Ar74	L	KY126685	6404	43.582138	6404	1955	1955	South Africa	Africa	Aedes circumluteolus	Mosquito	Insect
Phlebovirus riftense	Complete	An1830	L	KY126686	6404	43.56652	6404	1956	1956	South Africa	Africa	Ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	Ar12568	L	KY126687	6404	43.582138	6404	1971	1971	South Africa	Africa	Eretmapodites quinquevittatus	Mosquito	Insect
Phlebovirus riftense	Complete	Ar20364	L	KY126688	6404	43.707058	6404	1981	1981	South Africa	Africa	Culex zombaensis	Mosquito	Insect
Phlebovirus riftense	Complete	SPU105/10	M	KY126690	3885	45.611324	3885	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU52/99/1	L	KY126689	6404	43.394753	6404	1999	1999	South Africa	Africa	African buffalo		
Phlebovirus riftense	Complete	SA129/10	M	KY126691	3885	45.611324	3885	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU162/10	M	KY126692	3885	45.585587	3885	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA184/10	M	KY126693	3885	45.508366	3885	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA275/10	M	KY126694	3885	45.611324	3885	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA573/10	M	KY126696	3885	45.637066	3885	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA276/10	M	KY126695	3885	45.688545	3885	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1094/10	M	KY126698	3885	45.585587	3885	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA982/10	M	KY126697	3885	45.559845	3885	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1796/10	M	KY126700	3885	45.611324	3885	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA1222/10	M	KY126699	3885	45.585587	3885	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA354/11	M	KY126701	3885	45.482624	3885	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA494/11	M	KY126702	3885	45.534107	3885	2011	2011	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU77/04	M	KY126703	3885	45.585587	3885	2004	2004	Namibia	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU77/08	M	KY126704	3885	45.637066	3885	2008	2008	South Africa	Africa	African buffalo		
Phlebovirus riftense	Complete	J40/6	M	KY126705	3885	45.714287	3885	2008	2008	South Africa	Africa	African buffalo		
Phlebovirus riftense	Complete	SPU142/08	M	KY126706	3885	45.714287	3885	2008	2008	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	SPU152/08	M	KY126707	3885	45.714287	3885	2008	2008	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU86/09	M	KY126708	3885	45.791504	3885	2009	2009	South Africa	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	SPU404/09	M	KY126709	3885	45.585587	3885	2009	2009	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Ar74	M	KY126710	3885	45.534107	3885	1955	1955	South Africa	Africa	Aedes circumluteolus	Mosquito	Insect
Phlebovirus riftense	Complete	An1830	M	KY126711	3885	45.405407	3885	1956	1956	South Africa	Africa	Ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	Ar12568	M	KY126712	3885	45.456886	3885	1971	1971	South Africa	Africa	Eretmapodites quinquevittatus	Mosquito	Insect
Phlebovirus riftense	Complete	Ar20364	M	KY126713	3885	45.431145	3885	1981	1981	South Africa	Africa	Culex zombaensis	Mosquito	Insect
Phlebovirus riftense	Complete	SPU52/99/1	M	KY126714	3885	45.585587	3885	1999	1999	South Africa	Africa	African buffalo		
Phlebovirus riftense	Complete	Sudan 28-2010	L	JQ820486	6400	43.25	6400	2010-10	2010	Sudan	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU105/10	S	KY196487	1690	49.349113	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SA129/10	S	KY196488	1690	49.28994	1690	2010	2010	South Africa	Africa	Homo sapiens	Human	Human
